2025-04-25 21:26:40,455 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-04-25 21:26:40,480 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-04-25 21:26:40,481 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-04-25 21:26:40,481 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-04-25 21:26:40,499 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-04-25 21:26:40,500 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-04-25 21:26:40,500 INFO  SwAddin.cs: 201 - Setting up command manager
2025-04-25 21:26:40,501 INFO  SwAddin.cs: 204 - Adding command manager
2025-04-25 21:26:40,503 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-04-25 21:26:40,504 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-04-25 21:26:40,504 INFO  SwAddin.cs: 210 - Adding event handlers
2025-04-25 21:26:40,636 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-04-25 21:36:34,946 INFO  SwAddin.cs: 294 - Assembly export called for file solar_panel.SLDASM
2025-04-25 21:36:34,948 INFO  SwAddin.cs: 299 - Save is required
2025-04-25 21:36:34,948 INFO  SwAddin.cs: 313 - Saving assembly
2025-04-25 21:36:35,318 INFO  SwAddin.cs: 316 - Opening property manager
2025-04-25 21:36:35,331 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from solar_panel.SLDASM
2025-04-25 21:36:35,354 INFO  ExportHelperExtension.cs: 1136 - Found 27 in solar_panel.SLDASM
2025-04-25 21:36:35,355 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in solar_panel.SLDASM
2025-04-25 21:36:35,356 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-25 21:36:35,356 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2025-04-25 21:36:35,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from panel-1
2025-04-25 21:36:35,357 INFO  ExportHelperExtension.cs: 1136 - Found 29 in panel-1
2025-04-25 21:36:35,358 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in panel-1
2025-04-25 21:36:35,358 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from foot-1
2025-04-25 21:36:35,358 INFO  ExportHelperExtension.cs: 1136 - Found 30 in foot-1
2025-04-25 21:36:35,358 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in foot-1
